JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
1628.0,1316.0,4854.0,8279.0,3875.0,3554.0,3255.0,9032.0,963.0,4352.0,9017.0,5396.0, India
5724.0,6143.0,6156.0,7185.0,7895.0,7833.0,7738.0,8539.0,2902.0,8767.0,4581.0,9936.0, Saint Pierre and Miquelon
4660.0,4343.0,6142.0,7270.0,6273.0,65.0,,9741.0,4988.0,6691.0,7980.0,3531.0, Sweden
6750.0,4134.0,9092.0,5623.0,3058.0,9256.0,690.0,8616.0,246.0,6421.0,4388.0,3530.0, Nauru
5561.0,9690.0,3890.0,3230.0,7611.0,4904.0,4719.0,1194.0,6911.0,5637.0,,3993.0, Papua New Guinea
3300.0,1528.0,2955.0,9787.0,3613.0,995.0,1770.0,3228.0,3488.0,2607.0,5143.0,3858.0, Saint Pierre and Miquelon
8886.0,7897.0,7448.0,5738.0,2801.0,1788.0,4733.0,3403.0,1506.0,943.0,2522.0,2415.0, Sudan
1156.0,2888.0,,4382.0,9521.0,2735.0,5959.0,6849.0,4721.0,9933.0,3336.0,5524.0, North Macedonia
2510.0,1241.0,,5273.0,6966.0,,3534.0,5491.0,5372.0,5327.0,3319.0,803.0, Bahrain
4943.0,,9207.0,3016.0,3690.0,5735.0,1879.0,24.0,7009.0,8757.0,2204.0,, Bangladesh
9571.0,8449.0,5818.0,6120.0,9894.0,6696.0,7794.0,7257.0,9767.0,6683.0,7117.0,7747.0, Bolivia (Plurinational State of)
7972.0,1409.0,4785.0,4408.0,6032.0,4251.0,4086.0,6030.0,2461.0,7660.0,9173.0,, El Salvador
9726.0,5273.0,9323.0,9739.0,2984.0,9323.0,5759.0,2837.0,9766.0,2049.0,8389.0,5831.0, Mali
3432.0,6347.0,9784.0,715.0,6531.0,884.0,2794.0,,6306.0,,4699.0,2847.0, Japan
8148.0,,7444.0,,8193.0,5774.0,5047.0,962.0,3278.0,,3066.0,1005.0, Isle of Man
,5611.0,1128.0,9208.0,764.0,2704.0,2854.0,1390.0,1979.0,5947.0,8698.0,4601.0, United Arab Emirates
7038.0,3292.0,2765.0,3282.0,8495.0,8279.0,7413.0,5062.0,7468.0,8463.0,2956.0,9965.0, Colombia
1975.0,3185.0,7197.0,6114.0,7846.0,7568.0,1593.0,,263.0,7681.0,1741.0,1922.0, Holy See
4277.0,,6181.0,2928.0,41.0,2444.0,3924.0,4183.0,5673.0,6586.0,9322.0,723.0, Poland
1583.0,9770.0,2256.0,6355.0,7395.0,117.0,292.0,,6656.0,8285.0,3261.0,874.0, Gibraltar
119.0,5317.0,6944.0,3754.0,8550.0,6620.0,8442.0,9302.0,8489.0,2210.0,8685.0,5324.0, Zimbabwe
11.0,3682.0,,,9165.0,6607.0,2974.0,4261.0,8656.0,2823.0,9746.0,, Puerto Rico
5294.0,688.0,6971.0,2849.0,7039.0,3410.0,7465.0,9131.0,7039.0,2777.0,9172.0,7287.0, Afghanistan
944.0,2348.0,8846.0,6526.0,,9119.0,,3015.0,3987.0,1502.0,6031.0,8743.0, Japan
7141.0,7438.0,8798.0,2823.0,5908.0,2179.0,1728.0,,2116.0,6924.0,7800.0,6469.0, Iceland
6347.0,9721.0,4732.0,5963.0,,2085.0,3479.0,7567.0,2459.0,,6575.0,7752.0, Sao Tome and Principe
