JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
1559.0,,6894.0,8062.0,2690.0,45.0,858.0,2595.0,3820.0,9782.0,2864.0,894.0, Pakistan
8970.0,5277.0,7841.0,7246.0,1397.0,8477.0,1598.0,9686.0,3744.0,3358.0,1367.0,7719.0, Dominican Republic
,,6204.0,4822.0,5790.0,1902.0,,904.0,4049.0,2727.0,5577.0,5704.0," Moldova, Republic of"
1837.0,6085.0,5311.0,3332.0,5073.0,8720.0,3350.0,370.0,8737.0,719.0,4773.0,343.0, Armenia
6879.0,2021.0,1721.0,6675.0,1016.0,9202.0,4407.0,4391.0,1315.0,2786.0,236.0,5902.0, Syrian Arab Republic
7302.0,7191.0,,1025.0,274.0,9349.0,5489.0,5396.0,9358.0,5749.0,3045.0,5490.0, Macao
,9856.0,9024.0,8200.0,2716.0,81.0,7824.0,1047.0,8575.0,7585.0,6321.0,8544.0, Martinique
2849.0,6849.0,7089.0,133.0,1518.0,1450.0,3760.0,6237.0,6234.0,8302.0,,339.0, Mauritius
2286.0,6611.0,9249.0,7034.0,4803.0,8034.0,,2125.0,1067.0,3176.0,6392.0,, Tunisia
8087.0,874.0,9918.0,8877.0,2920.0,8043.0,3613.0,9953.0,7713.0,9923.0,,8250.0, Benin
,9814.0,2470.0,6400.0,3452.0,5937.0,9052.0,4513.0,9303.0,533.0,4413.0,8299.0, Burundi
8437.0,5469.0,1344.0,7800.0,9897.0,,527.0,,6903.0,4144.0,1009.0,1524.0, Jordan
,674.0,2705.0,6367.0,8809.0,8192.0,2607.0,551.0,1369.0,8209.0,4710.0,6451.0, Ukraine
3376.0,4104.0,2884.0,,2001.0,4077.0,935.0,342.0,2250.0,3710.0,1889.0,3872.0, Guatemala
9091.0,6920.0,5569.0,,5179.0,,6734.0,8758.0,6147.0,8882.0,4232.0,8723.0, Nicaragua
9124.0,4369.0,6083.0,4322.0,6081.0,4837.0,,9362.0,2305.0,,7282.0,8771.0, Wallis and Futuna
2121.0,662.0,9439.0,4863.0,4541.0,6897.0,2530.0,2488.0,4052.0,377.0,1120.0,, South Georgia and the South Sandwich Islands
4854.0,8034.0,666.0,4868.0,2078.0,6704.0,3474.0,5082.0,293.0,4280.0,6323.0,2854.0, Czechia
2582.0,7463.0,1710.0,3073.0,5185.0,4122.0,907.0,1708.0,193.0,7978.0,3483.0,5927.0, Grenada
232.0,7523.0,2395.0,3261.0,2782.0,92.0,2580.0,8307.0,3294.0,4247.0,5162.0,2074.0, Palau
4970.0,582.0,3379.0,3134.0,2686.0,6567.0,2934.0,5374.0,8035.0,6887.0,2765.0,514.0, Heard Island and McDonald Islands
2544.0,4548.0,2412.0,1270.0,3100.0,,9037.0,2006.0,,5765.0,5449.0,8964.0, Saint Vincent and the Grenadines
8916.0,6546.0,8951.0,6679.0,8519.0,7689.0,,6592.0,2578.0,8675.0,6107.0,4374.0, Syrian Arab Republic
,9197.0,4924.0,4304.0,770.0,2292.0,2227.0,9730.0,7518.0,5837.0,7464.0,6902.0, Romania
1375.0,643.0,4485.0,4374.0,7192.0,1960.0,4297.0,41.0,4349.0,495.0,9729.0,3553.0, Brunei Darussalam
