JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
3800.0,1605.0,9939.0,4948.0,,4672.0,5319.0,1057.0,4369.0,3141.0,2118.0,2044.0, India
5020.0,7097.0,4722.0,7112.0,3329.0,1535.0,2603.0,9550.0,5551.0,1119.0,5882.0,, Malta
4874.0,9990.0,6122.0,2456.0,1221.0,8155.0,494.0,,6661.0,469.0,8199.0,7862.0, Montenegro
9315.0,6163.0,2922.0,859.0,,2808.0,7173.0,4614.0,2811.0,9344.0,8619.0,9094.0, Qatar
8792.0,3062.0,4469.0,9472.0,1913.0,3460.0,5895.0,4291.0,4556.0,6857.0,818.0,7036.0, Suriname
8347.0,9599.0,2924.0,7701.0,487.0,2202.0,9101.0,3230.0,1402.0,8052.0,3214.0,7682.0, Georgia
9806.0,9623.0,883.0,4553.0,4015.0,9608.0,6435.0,3498.0,5257.0,6138.0,5779.0,4119.0, Malta
3161.0,832.0,7848.0,282.0,1476.0,2939.0,6569.0,5943.0,8291.0,3370.0,7031.0,4409.0, Martinique
5477.0,5707.0,5751.0,1018.0,2204.0,5257.0,6017.0,3640.0,700.0,23.0,6368.0,3828.0, Togo
,982.0,7176.0,8594.0,4452.0,7005.0,1304.0,3541.0,9711.0,6850.0,5124.0,9385.0, Denmark
4155.0,9168.0,7205.0,8141.0,,801.0,1034.0,193.0,7813.0,5636.0,709.0,7774.0, Anguilla
5388.0,3433.0,1982.0,786.0,1766.0,2509.0,4855.0,,3848.0,7506.0,4929.0,351.0, Indonesia
3313.0,1394.0,4106.0,6653.0,9538.0,1351.0,1360.0,3520.0,,5172.0,2711.0,, Réunion
5585.0,6925.0,2529.0,2738.0,5561.0,3083.0,9071.0,9650.0,3897.0,4479.0,5058.0,, Poland
3366.0,7183.0,5757.0,585.0,265.0,7154.0,9048.0,8024.0,1821.0,2318.0,,8548.0, Solomon Islands
2486.0,6926.0,2452.0,4566.0,7151.0,4309.0,5667.0,2382.0,8711.0,2728.0,5898.0,2006.0, Saudi Arabia
6057.0,3889.0,1140.0,7615.0,5171.0,1930.0,7868.0,823.0,1901.0,,1125.0,4365.0, Cuba
9035.0,5589.0,,6725.0,5986.0,2868.0,2381.0,873.0,9501.0,6112.0,9279.0,3599.0, Germany
7719.0,5339.0,6764.0,4142.0,9876.0,2988.0,7040.0,2440.0,6528.0,,,6804.0, Iceland
9344.0,,6818.0,5785.0,3601.0,1981.0,6363.0,667.0,625.0,7944.0,7659.0,3696.0, Madagascar
1454.0,,2855.0,,6044.0,4025.0,1983.0,7019.0,1261.0,5640.0,8611.0,2648.0, Mayotte
831.0,3834.0,6595.0,4968.0,6715.0,8836.0,,829.0,3305.0,8045.0,70.0,7666.0, Sudan
1441.0,2701.0,,2590.0,3200.0,7460.0,8260.0,9851.0,4053.0,2386.0,3801.0,4530.0, Korea (Democratic People's Republic of)
5291.0,4230.0,,823.0,810.0,9756.0,9099.0,5737.0,4157.0,3540.0,,8198.0, Belgium
8083.0,7030.0,2727.0,106.0,9683.0,1434.0,9969.0,1969.0,6371.0,4140.0,5954.0,3737.0, Finland
