JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
9398.0,8371.0,5137.0,7975.0,8201.0,1252.0,6196.0,4872.0,6678.0,1990.0,,771.0, Greece
851.0,3819.0,3447.0,5168.0,6372.0,7225.0,,,7078.0,6459.0,5098.0,5218.0, Grenada
2076.0,,678.0,3953.0,2171.0,9536.0,6181.0,7604.0,6467.0,9766.0,4376.0,2331.0, Czechia
4309.0,4231.0,5177.0,994.0,5395.0,5573.0,8880.0,5525.0,,6562.0,5400.0,1413.0, Suriname
4599.0,7478.0,5647.0,1703.0,3299.0,390.0,7731.0,7874.0,9674.0,4455.0,891.0,5016.0, Papua New Guinea
5273.0,6195.0,4301.0,7454.0,,7877.0,2100.0,,7556.0,413.0,1501.0,91.0, Virgin Islands (British)
3383.0,274.0,5953.0,4021.0,5957.0,3116.0,651.0,2966.0,4459.0,9889.0,1324.0,9101.0, Togo
6087.0,8565.0,5003.0,3192.0,7533.0,,2367.0,8427.0,5038.0,6970.0,3748.0,560.0, Gabon
9270.0,7493.0,7471.0,2093.0,,7478.0,7979.0,8217.0,6486.0,750.0,8365.0,8117.0, Iraq
4681.0,6454.0,2867.0,5229.0,8918.0,7848.0,7515.0,3650.0,4659.0,7114.0,6586.0,3851.0, Uruguay
6922.0,8373.0,,7976.0,4904.0,4487.0,2793.0,2364.0,9517.0,1276.0,6162.0,3501.0, Honduras
1926.0,4868.0,1139.0,6884.0,4988.0,2512.0,9289.0,1924.0,3674.0,9920.0,7274.0,702.0, Antarctica
,,406.0,8123.0,8016.0,5190.0,7249.0,4667.0,316.0,5121.0,9481.0,1541.0, Cayman Islands
8755.0,312.0,3257.0,4665.0,855.0,7085.0,7722.0,9777.0,2545.0,7171.0,36.0,488.0, Sao Tome and Principe
2629.0,6750.0,3552.0,1864.0,5069.0,8785.0,,1023.0,3576.0,9122.0,5773.0,8652.0, Åland Islands
6001.0,596.0,3667.0,3380.0,5482.0,1186.0,1139.0,2982.0,2652.0,1895.0,689.0,1135.0, United States of America
3655.0,7941.0,49.0,9175.0,8448.0,8930.0,2804.0,8936.0,6316.0,1042.0,1489.0,, Micronesia (Federated States of)
8147.0,1304.0,5971.0,613.0,8699.0,3475.0,3755.0,,831.0,7681.0,1291.0,5756.0, Viet Nam
5076.0,,9800.0,8746.0,,3703.0,5711.0,4267.0,,7791.0,883.0,848.0, Chad
5742.0,4057.0,9094.0,769.0,9875.0,1359.0,4488.0,1208.0,8083.0,8094.0,3055.0,3257.0, Croatia
6888.0,2609.0,8785.0,9422.0,2225.0,4429.0,5413.0,1093.0,1739.0,2668.0,7597.0,9523.0, Bouvet Island
4609.0,8949.0,9930.0,,,,6308.0,8257.0,5878.0,,6147.0,402.0, Turkmenistan
9240.0,1092.0,2332.0,1060.0,7525.0,,8717.0,4302.0,,3833.0,7778.0,194.0, Switzerland
8466.0,519.0,3795.0,9443.0,5030.0,9293.0,3406.0,6019.0,9682.0,9278.0,635.0,5103.0, French Guiana
4590.0,1134.0,8329.0,2269.0,154.0,7402.0,3846.0,4479.0,,7447.0,4766.0,1067.0, United Arab Emirates
